bedrooms,bathrooms,floors,condition,sqft_lot,yr_built,price,Column
3,2,1,5,5200,1925,562000,
2,2,2,3,54450,1983,475000,
3,3,3,3,2218,2001,387500,
5,2,1,4,10875,1962,580000,
3,2,2,3,6830,2000,930000,
3,1,1,4,18893,1948,625000,
3,2,1,3,5600,1999,325000,
3,1,1,3,8712,1960,235000,
2,1,1,4,4390,1931,450000,
4,2,1,5,5650,1909,745000,
4,2,1,4,8470,1961,223000,
4,1,1,3,12278,1937,630000,
3,2,3,3,1614,2008,413450,
5,2,2,3,5379,2005,720000,
3,1,1,4,21980,1973,339000,
4,3,1,3,4000,1919,11155000000,
5,4,2,3,11307,1996,839000,
4,2,1,4,50233,1966,568000,
3,2,1,3,10577,1994,269000,
2,2,1,4,2560,1974,382000,
2,2,2,3,1114,2009,574000,
3,2,2,3,4697,2002,405000,
3,2,1,3,9938,1987,572000,
4,2,2,4,12100,1976,675000,
4,1,1,3,7980,1944,165000,
4,1,1,3,7980,1944,260000,
3,1,1,3,6719,1953,196000,
3,2,2,3,12184,2003,515000,
4,3,2,3,7396,1979,810000,
4,2,2,4,7700,1977,365650,
3,3,2,3,1834,2002,651000,
2,1,1,3,6345,1943,240000,
3,2,1,3,6007,2004,299000,
3,2,2,3,10928,1988,768000,
2,1,1,3,5072,1924,397380,
4,3,1,3,6885,1945,476000,
3,1,1,3,5200,1957,315000,
3,2,1,3,7290,1980,240000,
2,1,1,4,4080,1941,325000,
3,1,2,3,8006,1990,160000,
3,2,2,3,5100,2007,435000,
3,1,1,4,16200,1967,427500,
5,2,1,4,10240,1984,450000,
3,1,1,3,4880,1928,688000,
4,1,1,3,3600,1947,285000,
3,3,3,3,1125,2006,530000,
4,1,1,3,7694,1928,195000,
3,1,1,5,7384,1959,250200,
3,2,2,3,10321,1988,732500,
3,2,1,3,8834,1987,194250,
4,2,1,3,8000,1966,526000,
4,2,2,3,9882,1958,520000,
3,1,1,3,6125,1958,526000,
5,4,2,3,217800,1992,113525000000,
2,1,1,4,7569,1950,202000,
4,2,2,3,8622,2000,645500,
1,1,1,4,7540,1905,570000,
3,2,1,4,9000,1936,325000,
2,1,2,3,5930,2007,725000,
3,1,1,3,10361,1987,192000,
2,1,1,4,9219,1960,560000,
5,2,1,3,6116,1979,283450,
4,1,1,3,5400,1924,863000,
4,2,2,3,4800,1986,815000,
2,1,1,5,7679,1942,245000,
4,3,1,4,10292,1953,1315000000,
4,3,2,3,12305,1994,1156000000,
3,2,2,3,4488,1999,480000,
4,2,2,3,5593,2001,600000,
2,1,1,4,5220,1956,329950,
4,2,2,3,12085,1986,299500,
3,2,1,3,5131,1941,460000,
5,3,2,3,5249,2000,515000,
3,2,3,3,1245,2004,405000,
4,1,1,3,3780,1927,483000,
4,2,2,3,11511,1992,377000,
4,1,1,3,17476,1956,568000,
2,1,1,4,4600,1926,355000,
4,1,1,4,3000,1911,640000,
4,1,1,3,5909,1947,270000,
5,3,2,3,8193,2005,559950,
4,3,1,3,8261,1969,515000,
4,1,1,3,5712,1954,352000,
3,1,1,5,9000,1958,595888,
4,2,2,3,7344,1977,588000,
3,1,2,3,7000,1983,260000,
2,1,1,3,4800,1952,380000,
2,2,1,3,6327,2003,802000,
4,3,2,5,4800,1905,1325000000,
4,2,2,3,3600,1907,710000,
3,2,2,3,77972,2004,600000,
3,1,2,4,5355,1929,707900,
2,1,1,3,7323,1982,179950,
4,2,2,3,10489,1990,683000,
3,2,1,3,9566,1995,222400,
2,1,1,4,3408,1912,517000,
3,2,1,5,5763,1985,410000,
3,1,1,4,2552,1952,480000,
3,1,1,5,10428,1974,430000,
5,1,1,3,7500,1979,439950,
4,2,2,3,8223,1998,797500,
4,1,1,5,5460,1920,379000,
1,1,1,1,8667,1918,575000,
3,1,1,4,11060,1962,247500,
4,2,2,3,37011,1984,385000,
4,1,1,4,6909,1941,423000,
3,1,1,3,5618,1953,550000,
4,1,1,3,4329,1927,415000,
3,2,1,5,45535,1952,693000,
2,1,1,5,4700,1910,543000,
5,1,1,3,10246,1953,465000,
3,2,2,3,2217,2004,280000,
3,1,3,3,6653,1992,1388000000,
6,3,2,3,9720,1972,665000,
3,1,1,5,7314,1960,237950,
4,2,1,3,10200,1962,440000,
2,1,1,4,4700,1928,618000,
3,2,1,5,4000,1920,572000,
3,1,1,3,4774,1940,725000,
3,1,1,4,22144,1970,454000,
4,1,1,4,10656,1920,535000,
3,2,1,3,7200,1979,249000,
4,2,1,4,37026,1961,395000,
3,2,1,4,6620,1954,690000,
3,1,1,4,7236,1928,526500,
4,1,2,3,7220,1956,325000,
3,3,2,5,4080,1948,495000,
5,3,2,3,8474,2011,825000,
3,1,1,4,14850,1910,383000,
3,1,1,3,11931,1954,320000,
3,2,1,3,87117,1989,475000,
3,2,2,3,6326,1993,275000,
3,1,1,5,11371,1959,455000,
5,1,1,3,7800,1962,262000,
4,1,1,3,4840,1950,390000,
3,2,1,4,10030,1985,300000,
3,1,1,3,5721,1964,746300,
3,1,1,4,8223,1952,267000,
3,2,1,4,7950,1972,525000,
3,1,1,3,7350,1977,570000,
4,2,1,4,8100,1964,360000,
3,1,1,4,44431,1947,1052000000,
3,2,2,3,4106,2003,699950,
4,2,1,4,109336,1973,375000,
4,1,1,4,6770,1924,625000,
2,1,1,4,2750,1928,464050,
5,2,1,3,9655,1976,470000,
4,2,1,3,9100,1967,330000,
4,1,1,4,7957,1967,537000,
3,2,1,5,32137,1976,250000,
4,2,2,3,48351,1986,835000,
4,1,1,4,3750,1912,770000,
4,2,1,3,4497,1910,650000,
3,1,1,3,30409,1953,335000,
3,1,1,4,29597,1965,350000,
5,2,1,4,8906,1978,415000,
4,2,2,4,8778,1977,788000,
4,2,1,4,7379,1915,640000,
4,2,2,3,7155,1993,388000,
6,1,1,3,10080,1969,360000,
6,1,1,3,10080,1969,692500,
4,1,1,3,6180,1946,425000,
4,1,1,3,6180,1946,645000,
3,1,1,3,8308,1948,340000,
4,3,1,4,54400,1984,713000,
3,2,2,3,11160,1994,430000,
3,2,1,4,7210,1974,280000,
3,2,1,3,2052,1986,215000,
3,2,2,3,11193,1984,306000,
3,1,1,3,8593,1979,299900,
5,1,1,3,8625,1959,534000,
3,2,2,5,5000,1942,1165000000,
2,1,1,3,6430,1935,199990,
4,3,1,3,9058,1989,946000,
4,1,1,3,7800,1947,295000,
2,1,1,3,5157,1909,475000,
5,3,2,3,212137,1994,750000,
4,2,2,4,49456,1974,1225000000,
3,1,1,4,7520,1975,183500,
2,1,1,4,3627,1924,450000,
3,1,1,3,5500,1961,180000,
5,4,2,4,21217,1926,707000,
2,1,1,3,3527,1939,230000,
3,1,1,4,9750,1966,192500,
3,2,2,3,3614,2005,309000,
3,1,1,4,5800,1949,759000,
4,3,2,3,14212,2002,1115000000,
5,1,1,4,10530,1966,462000,
4,1,1,3,22814,1920,229000,
2,2,2,3,1184,1999,399950,
5,2,1,4,10532,1943,325000,
2,2,3,3,1313,2007,512000,
5,2,2,3,5802,2006,410000,
2,1,1,3,5500,1956,210000,
4,2,1,4,8499,1975,325000,
3,2,1,3,10175,1979,685000,
2,2,1,3,4688,1944,488000,
3,2,1,3,6000,1998,247500,
4,2,1,4,11479,1940,489000,
4,1,1,4,6000,1953,725000,
3,1,1,3,10317,1958,199950,
5,3,2,3,13001,1973,670000,
3,2,1,4,10410,1967,275000,
3,1,2,3,6360,1924,1000000,
3,2,1,3,8371,1984,255000,
3,1,1,3,9137,1960,465000,
3,1,1,3,3604,2012,259000,
3,3,2,3,4713,2008,695000,
3,1,1,3,7210,1976,505000,
2,1,1,4,2640,1927,631500,
3,1,1,3,3600,1926,630500,
4,2,2,3,19168,1992,999000,
3,1,1,4,4000,1910,740000,
3,2,1,4,6380,1931,650000,
2,2,1,3,5580,2004,554000,
3,2,1,3,214315,1946,400000,
3,2,1,4,10000,1961,529941,
3,1,1,3,3740,1903,310000,
3,1,1,3,3740,1903,389000,
3,3,2,3,4972,2006,731781,
2,1,1,3,4750,1946,502501,
3,1,1,4,7950,1968,443000,
3,2,1,5,4080,1921,607000,
3,3,2,5,5500,1909,21475000000,
4,2,1,3,15200,1975,585000,
3,2,2,3,10500,1989,1027000000,
3,2,2,3,7000,1993,315000,
2,1,1,4,5695,1958,180000,
3,2,1,3,14200,1989,322500,
3,2,1,4,7519,1981,568500,
4,2,1,4,6675,1948,813000,
5,2,1,4,13068,1976,1085000000,
4,2,2,3,4857,1965,424000,
2,1,1,3,5600,1903,235000,
3,3,2,5,4000,1907,740000,
1,1,1,3,3000,1900,415000,
3,2,1,3,14925,1982,432000,
5,3,2,3,35192,1990,126889000000,
3,1,1,3,2446,1961,676500,
2,1,1,4,4592,1943,419000,
3,2,2,3,37042,1998,650000,
2,1,1,4,15190,1954,239000,
4,2,2,5,4372,1935,900000,
5,1,1,3,7347,1981,330000,
3,1,1,3,58341,1982,510000,
4,2,2,3,6000,2012,465000,
3,2,1,3,8588,1989,490000,
3,2,1,3,52302,2005,1000000,
4,2,2,3,14178,1997,469950,
3,1,1,3,5413,1925,536000,
4,2,1,4,19177,1966,244950,
3,1,1,4,2400,1928,575000,
5,2,1,3,7500,1984,361000,
5,2,1,5,13450,1957,650000,
2,1,1,2,6000,1951,230005,
4,2,1,3,235063,1973,293000,
3,3,1,3,24318,2010,445000,
4,1,1,3,6386,1954,280000,
3,2,1,3,10855,1985,520000,
4,3,2,3,40962,1991,780000,
3,1,1,4,76230,1978,625000,
3,1,1,3,7200,1986,239950,
3,1,1,3,6000,1957,335000,
3,2,2,3,7401,1989,612000,
2,1,1,3,8000,1954,200000,
3,1,1,4,8571,1985,345000,
4,2,1,3,6440,1974,520000,
4,2,2,3,4080,1918,855000,
4,1,1,3,5060,1950,567500,
3,1,1,4,7247,1967,208000,
3,1,1,3,16239,1922,452000,
3,3,2,3,12183,1988,555000,
5,2,1,5,8861,1979,519000,
3,2,2,3,2575,2013,474950,
3,2,1,3,16418,1990,419000,
2,1,1,3,1800,1909,390000,
7,2,2,4,6890,1961,539000,
4,1,1,5,21196,1956,569000,
3,1,1,3,5000,1922,611000,
3,2,2,3,147856,2004,760000,
3,2,1,5,55756,1954,732000,
3,2,2,4,8343,1939,1675000000,
5,2,2,3,7062,2014,919950,
4,2,1,3,7563,1978,400000,
4,2,2,3,21781,1993,785000,
3,2,2,4,54014,1964,835000,
2,1,1,4,6750,1939,640500,
4,2,2,3,9013,1988,310000,
4,1,1,3,7215,1969,355000,
3,1,1,4,7313,1960,685000,
3,1,1,3,8576,1943,202500,
3,2,2,3,5817,1998,540000,
4,2,2,3,4871,1999,295000,
3,1,1,3,6612,1927,518000,
2,1,1,3,4023,2005,250000,
2,2,1,2,435600,1972,330000,
2,1,1,4,3880,1924,481000,
3,2,1,3,12845,1977,898000,
5,1,1,3,9750,1969,570000,
4,2,2,3,16200,1997,475000,
3,2,2,4,5250,1988,265000,
3,2,2,3,17342,1984,380000,
4,2,2,4,8036,1987,790000,
2,2,2,4,6110,1985,620000,
4,3,2,3,9000,1997,709050,
3,1,1,3,5100,1948,296500,
3,2,2,3,35912,1982,475000,
3,2,1,4,10835,1976,440000,
2,1,1,3,6016,1942,405000,
2,1,1,3,4000,1943,269500,
5,1,1,4,5280,1961,520000,
1,1,1,3,22000,1948,229500,
4,1,1,4,10890,1961,335000,
4,2,2,3,50951,1998,680000,
4,3,2,3,3900,2008,1389000000,
4,2,1,3,9900,1961,740000,
3,2,1,4,9990,1962,270000,
4,2,1,3,5572,1911,510000,
2,1,1,3,13700,1949,300000,
5,2,1,4,10800,1956,129889000000,
4,2,1,4,5188,1940,675000,
6,3,2,3,14923,1991,925850,
2,1,1,4,43560,1965,255500,
3,2,2,3,17172,1989,450000,
3,1,1,3,22652,1968,280000,
4,2,2,4,8800,1963,245000,
3,1,1,4,6712,1972,344950,
3,1,1,3,7216,1969,381000,
4,4,2,3,6900,2001,1945000000,
3,1,2,4,11461,1976,232603,
5,2,1,3,10200,1925,220000,
4,1,1,5,7700,1977,600000,
3,2,2,3,5754,1994,239000,
3,1,1,3,9211,1961,400000,
3,1,1,5,8551,1953,350000,
3,2,2,5,97138,1983,562000,
3,1,1,5,8400,1968,380000,
4,1,1,3,7875,1927,511200,
4,2,2,3,5000,2004,680000,
3,3,2,3,941,2002,350000,
5,2,1,3,184140,1980,410000,
3,2,1,3,3900,2002,391265,
3,2,1,5,5750,1956,575000,
4,1,2,3,46173,1974,316000,
3,1,1,3,5156,1919,165000,
3,2,1,5,3600,1911,850000,
3,1,1,3,6000,1900,210000,
4,2,1,4,9161,1975,325000,
4,2,2,3,53941,1989,682000,
3,2,2,4,7508,1987,430000,
3,1,1,4,8110,1959,325500,
3,1,1,3,6360,1954,385000,
1,1,1,5,1800,1905,435000,
4,1,2,4,15520,1945,550000,
3,1,1,4,7800,1930,400000,
4,2,1,5,7350,1978,503000,
4,2,2,3,5368,2003,676000,
3,1,1,4,11055,1959,180000,
3,2,1,5,5280,1910,234000,
4,2,1,5,5000,1928,734200,
3,3,2,3,66211,2003,920000,
3,1,1,4,10125,1969,224000,
3,1,1,4,7155,1961,185000,
3,1,1,5,5000,1900,554600,
3,1,1,3,8009,1980,268000,
4,2,1,4,8715,1976,675000,
4,2,1,4,10039,1967,620000,
3,1,1,5,12446,1967,396450,
5,1,1,4,9720,1955,565000,
3,1,1,3,3520,1966,410000,
3,2,1,4,7279,1984,716125,
2,1,1,3,111949,1940,225000,
4,2,2,3,7274,1986,640000,
2,1,1,3,5650,1920,374000,
4,2,1,5,12161,1950,415000,
4,2,1,5,35150,1993,592500,
3,2,3,3,1761,2003,365000,
4,2,1,4,12753,1981,600000,
4,2,2,4,39413,1989,465000,
3,1,1,4,7560,1976,254999,
4,2,2,3,8076,1994,279000,
3,2,2,3,40813,2001,460000,
4,2,2,3,956,2005,507000,
3,1,1,3,9788,1964,291000,
2,1,2,3,1077,2006,350000,
3,1,2,4,2490,1969,90000,
3,1,1,4,7000,1977,329000,
4,2,2,3,11648,1986,909000,
2,1,1,4,5400,1953,187000,
3,1,1,3,5100,1909,580000,
3,2,2,3,5992,2001,345000,
4,2,2,3,7200,1995,497000,
3,1,1,3,3060,1904,345000,
3,1,1,3,7350,1974,313500,
3,2,2,3,7250,1990,910000,
3,1,1,3,5244,1959,399950,
4,2,1,4,6600,1967,268000,
4,1,1,3,8458,1954,559000,
3,2,1,4,8755,1963,309000,
3,2,2,3,4400,2006,410000,
3,1,1,4,8625,1957,259000,
5,2,2,4,5500,1909,950000,
4,1,1,4,7200,1955,320000,
3,2,1,3,10107,1982,394250,
1,1,1,3,3876,1910,315000,
2,2,1,3,12000,1943,480000,
3,2,2,3,35440,1994,556000,
3,2,2,3,5647,2002,450000,
3,1,1,3,5413,1946,420000,
6,3,1,3,5000,1969,890000,
4,2,1,5,8814,1975,295000,
4,2,2,5,27345,1976,410000,
3,2,2,3,7294,1994,308900,
4,2,1,3,26742,1949,1161000000,
2,2,1,3,6984,2006,665000,
3,1,1,5,5500,1953,577000,
3,2,3,3,3750,2014,959000,
2,1,1,5,6417,1924,471000,
3,2,2,3,7169,1990,560000,
5,2,2,3,9887,1972,955000,
3,2,1,3,18540,1961,579000,
4,2,2,3,7889,1978,335000,
3,2,2,3,7887,2004,485000,
3,2,1,3,9900,1978,552000,
4,3,2,3,15293,2003,950000,
3,2,1,3,7958,1983,203700,
4,3,2,3,9767,1990,412000,
3,2,1,4,8960,1986,237500,
4,3,2,3,5000,2001,866800,
3,1,1,3,5100,1946,425000,
3,2,1,3,6833,1995,200000,
3,1,1,3,6034,1957,280000,
3,1,2,3,2002,1966,140000,
5,2,1,3,10400,1973,370000,
2,1,1,3,4000,1909,550000,
2,2,2,5,9400,1985,14116000000,
2,2,2,5,9400,1985,1505000000,
4,1,1,4,8800,1961,510000,
3,1,1,3,10518,1960,351000,
3,1,1,3,10800,1942,210000,
4,1,1,5,36900,1938,449999,
3,1,1,3,7620,1954,137000,
3,1,1,5,14510,1974,270000,
3,2,1,4,100188,1981,540000,
5,3,1,3,12480,2012,565000,
4,1,2,3,3600,1980,940000,
2,1,1,4,26329,1928,385000,
3,3,1,3,7634,2001,400000,
3,2,1,3,8649,1998,365000,
2,1,2,3,1600,1979,353250,
2,1,1,3,6750,1942,455000,
4,3,2,3,234352,1991,475000,
4,1,1,4,7455,1939,571500,
2,1,1,3,3000,1915,441000,
6,2,1,4,9500,1970,810000,
3,2,2,3,11556,1987,550000,
2,1,1,3,4000,1933,736000,
3,1,1,3,17550,1989,375000,
3,2,2,3,9932,1995,717500,
2,1,1,3,11200,1951,581000,
3,2,2,4,4560,1909,629000,
3,2,1,3,5200,1969,225000,
3,2,2,3,6368,1993,315000,
3,2,3,3,1386,2005,425000,
3,1,1,4,11802,1932,346500,
3,2,1,4,26500,1965,550000,
3,1,1,3,10450,1977,565000,
4,2,1,5,8000,1939,1001000000,
2,2,1,3,3797,1922,400000,
4,2,2,4,5760,1909,724950,
3,1,1,2,16313,1973,623000,
2,1,1,3,5400,1950,295000,
4,3,2,3,7875,2006,700000,
2,1,2,3,1229,2000,482000,
3,2,2,3,11380,1995,770000,
4,2,1,4,22100,1960,310000,
4,2,2,5,8400,1965,720000,
3,1,1,4,5965,1928,355000,
4,2,2,3,4506,2005,512000,
2,1,3,3,1650,1999,303000,
5,2,1,4,9360,1968,299000,
3,2,2,3,6263,2003,285000,
3,1,1,4,9652,1968,680000,
4,1,1,5,6720,1954,285000,
4,2,1,4,17023,1977,707000,
3,2,1,4,6428,1942,690000,
4,2,2,3,40284,1983,872000,
4,1,1,3,12750,1967,290000,
4,1,1,4,16785,1981,425000,
3,2,1,4,10558,1979,925000,
3,1,1,3,12458,1957,340500,
2,1,1,4,6600,1910,365000,
3,1,1,4,8489,1959,725000,
3,3,2,5,7410,1977,811000,
3,1,1,4,9514,1969,299000,
4,2,1,5,9147,1953,287500,
4,2,1,4,13875,1938,879950,
2,1,1,3,3800,1950,135900,
4,2,1,3,16028,1976,1225000000,
4,1,1,5,6480,1947,522500,
4,1,1,5,6617,1947,399500,
3,1,1,4,5960,1917,450000,
4,1,1,3,17500,1962,218000,
3,2,1,3,9285,1995,289999,
2,1,1,3,4750,1903,540000,
3,1,1,4,7500,1976,324950,
3,2,2,4,6600,1900,718500,
3,2,1,4,192099,1964,495000,
6,2,1,3,8797,1977,260000,
4,1,1,4,10000,1954,430000,
3,3,2,3,4002,2009,402500,
4,3,2,4,4408,1931,1415000000,
3,2,1,4,9766,1987,275000,
3,2,2,3,7652,1996,250000,
3,2,1,4,9550,1966,665000,
3,2,1,3,144183,1967,425000,
2,1,1,4,3600,1925,760000,
3,2,2,3,3076,2003,447000,
3,1,1,4,8240,1967,205000,
3,1,1,4,8850,1959,191000,
2,1,1,3,7921,1983,350000,
5,3,2,3,7860,2001,789888,
2,1,1,3,10170,1948,443000,
4,3,2,3,7202,2000,695000,
4,2,1,4,4048,1906,560000,
3,1,1,4,5000,1923,550000,
2,2,2,3,6750,2004,850000,
4,2,1,4,24237,1977,352750,
4,2,2,3,9045,2001,550000,
5,1,1,3,3861,1903,774900,
3,1,1,5,8711,1944,250000,
4,2,2,3,23623,1997,962800,
3,1,1,4,11700,1968,299500,
2,1,1,3,5220,1943,250000,
5,4,2,5,493534,1975,745000,
2,1,1,3,10600,1968,279475,
3,2,2,3,27227,1987,450000,
5,2,1,4,13132,1962,307700,
3,1,1,4,5102,1953,665000,
3,2,2,3,3930,1999,375000,
4,2,2,3,11637,1990,420000,
2,1,1,3,4200,1930,148000,
3,1,2,3,4000,1919,707000,
3,1,1,4,4250,1924,399000,
4,2,2,3,115434,1989,570000,
4,2,2,3,35025,1988,853000,
3,1,1,4,14138,1943,400000,
2,1,1,4,28593,1919,615000,
3,1,1,4,7700,1955,463000,
4,2,1,4,14242,1958,600000,
5,2,1,3,8120,1970,429000,
4,4,2,3,11780,1944,980000,
6,3,2,3,4700,2003,359500,
4,2,2,3,7980,1998,715000,
3,1,1,4,6984,1980,240000,
4,2,1,5,9442,1968,455000,
3,2,1,3,167270,2000,610000,
3,2,2,3,5735,2004,675000,
3,1,1,3,5375,1985,283500,
2,1,1,3,4500,1917,235000,
4,2,1,3,12100,1977,827000,
2,1,1,3,8511,1949,353000,
4,2,2,4,11902,1993,747500,
2,1,1,3,4000,1914,341000,
3,1,1,2,18055,1950,182000,
3,2,2,3,2781,2003,250000,
4,3,2,3,13402,1994,655000,
3,2,1,4,8307,1961,405000,
4,1,1,3,9750,1975,390000,
2,1,1,3,8180,1947,275400,
3,2,2,3,5500,1989,791000,
3,1,1,3,7700,1979,424500,
3,1,1,4,7200,1950,430000,
4,2,2,4,10631,1992,865000,
2,2,1,3,7543,1962,163000,
4,2,1,5,9085,1961,920000,
5,3,2,3,3011,1910,102895000000,
3,1,1,4,8048,1983,325000,
5,2,2,3,4698,1998,315000,
4,1,1,3,8763,1971,227000,
4,1,1,3,7175,1900,179000,
2,1,1,3,2676,2004,276000,
4,1,1,4,19745,1968,335000,
3,2,1,3,12480,1981,430000,
3,2,2,3,4113,2004,266490,
4,2,1,3,8197,1962,655000,
3,2,1,3,3600,1939,635500,
5,2,1,3,9583,1979,235000,
3,2,2,4,11443,1986,885000,
3,1,1,4,8400,1953,352500,
3,2,2,3,7573,1983,450000,
5,6,2,3,19897,2005,3635000000,
2,2,3,3,1332,1999,476000,
3,2,2,3,13042,1990,375000,
4,3,2,3,6829,2014,600600,
4,1,1,4,11213,1948,567000,
4,1,1,3,12000,1979,650000,
5,2,1,4,10284,1943,190000,
4,3,1,4,422967,1978,858000,
1,1,1,3,4512,1937,435500,
3,2,1,3,6733,1979,685000,
3,2,2,4,7210,1984,252000,
4,2,2,4,6900,1975,512500,
3,2,2,3,7415,1965,423800,
3,2,2,4,2225,1986,460000,
3,2,2,3,3200,1991,434000,
3,1,1,3,15900,1948,244000,
3,1,1,3,8451,1953,348125,
4,3,2,4,29252,1982,585000,
3,1,1,4,16000,1960,230000,
3,2,1,4,11250,1967,450000,
5,2,1,4,5054,1970,393000,
2,1,1,4,3750,1925,517000,
3,1,1,3,12690,1969,400000,
2,1,2,3,50965,1991,890000,
3,1,1,4,11963,1970,205950,
3,1,1,3,3954,1912,209000,
4,1,1,4,6000,1947,430000,
4,1,1,4,2750,1926,534000,
4,3,1,5,3672,1916,735000,
3,2,2,3,54450,1997,873000,
4,2,1,3,7532,1983,475000,
3,1,1,4,10230,1961,325000,
3,2,2,3,216057,1994,500000,
4,2,1,4,8475,1987,279000,
3,2,1,3,5469,1988,350000,
4,2,2,3,13653,1978,660000,
2,1,1,4,14616,1954,324950,
4,2,1,3,7816,1955,500000,
2,1,1,3,7697,1950,187300,
5,3,2,3,5120,1903,345600,
3,1,1,3,7642,1959,400000,
5,3,2,3,5001,2009,935000,
4,1,1,5,15600,1963,374000,
3,1,2,3,45302,1977,328000,
3,2,1,5,9334,1981,257500,
4,2,2,5,3600,1906,1003000000,
2,1,1,4,4482,1980,216500,
3,2,2,5,40946,1978,1185000000,
4,2,2,3,7282,2007,360000,
3,1,1,4,4000,1968,699999,
3,2,2,4,47044,1978,535000,
3,2,1,3,19800,1994,464950,
4,2,2,3,18168,1996,925000,
3,3,2,3,4080,1912,930000,
3,2,1,3,5000,1910,727500,
4,1,1,3,9500,1976,325000,
3,3,2,3,12100,1984,695000,
4,2,1,3,6825,1973,585000,
3,2,1,3,9597,1963,319000,
6,2,1,4,7650,1960,265000,
5,1,1,4,6654,1953,359000,
5,1,1,4,6654,1953,390000,
3,1,1,5,9531,1969,374500,
2,1,2,4,46173,1964,661000,
3,2,2,3,5000,1907,900000,
5,2,1,3,8204,1957,600000,
5,4,2,4,10862,1991,2000000,
4,1,1,5,4240,1916,512500,
3,1,1,4,33224,1968,229500,
3,2,2,3,5663,2003,589000,
3,2,3,3,2183,2014,539950,
4,2,2,3,21344,2002,640000,
3,1,1,3,7344,1967,218250,
4,3,2,3,3600,1997,675000,
5,2,2,3,9000,1980,338000,
3,1,1,3,7615,1981,231750,
1,1,1,3,7140,1930,199900,
4,3,2,3,16271,2001,1059000000,
4,2,1,5,7315,1979,263000,
3,1,1,4,7200,1990,279950,
3,1,1,4,2940,1920,395000,
3,2,1,3,8002,1991,252500,
3,1,1,3,10708,1969,205000,
5,2,1,4,8968,1965,654000,
3,1,1,2,213008,1933,200000,
3,2,2,3,7982,2004,700000,
2,1,1,5,2622,1956,306000,
3,2,2,3,5015,2010,270000,
3,2,2,4,9916,1988,340000,
4,2,1,4,19250,1955,450000,
4,2,1,5,6825,1975,580000,
4,1,1,3,4400,1959,435000,
4,2,2,3,4688,2003,690000,
4,2,2,3,11520,1988,720000,
3,2,1,3,13020,1980,403000,
3,2,1,5,7392,1972,440000,
3,1,1,5,8470,1961,178500,
4,2,1,3,8282,1968,270000,
2,1,1,3,9900,1943,129888,
3,1,1,3,15210,1987,260000,
5,2,2,4,7292,1990,339950,
3,1,2,3,26127,1975,250000,
3,3,1,3,103672,2011,680000,
10,3,2,4,3745,1913,660000,
3,3,2,3,11491,1999,1225000000,
3,2,1,5,9152,1959,550000,
5,2,2,3,12906,1987,675000,
3,3,2,3,9588,1984,981000,
3,1,1,4,8000,1913,168000,
4,3,2,3,18687,1996,1000000,
3,1,1,3,9600,1970,320000,
6,3,1,4,17424,1959,959000,
4,1,1,3,7680,1959,372000,
3,2,2,3,9625,1993,391500,
2,1,1,3,4725,1944,390000,
2,1,1,4,5000,1947,302000,
3,3,2,3,1577,2012,495000,
3,2,3,3,1545,1998,504500,
4,1,1,3,4800,1918,555000,
3,1,1,3,5750,1947,550000,
1,1,1,4,5422,1908,655000,
3,2,2,4,90796,1992,685000,
4,2,1,4,8339,1954,721000,
4,4,1,3,5328,1907,151863000000,
4,2,2,3,219542,1980,365000,
3,2,1,4,8555,1957,458000,
2,1,1,3,12861,1959,280000,
4,1,1,4,3060,1911,628000,
4,2,2,3,6332,2001,781500,
3,1,1,4,7560,1968,295000,
2,1,1,5,2786,1947,435000,
3,1,1,3,7200,1979,300000,
2,1,1,4,4814,1906,208500,
2,2,1,3,11214,2006,930000,
2,2,1,3,3000,1906,316000,
3,2,1,4,6738,1990,249900,
3,2,2,4,4252,1989,675000,
3,2,2,3,4667,1985,447000,
3,2,1,3,3817,1905,675000,
4,2,3,3,1397,2008,546000,
3,2,3,3,1361,2003,310000,
3,1,1,3,5100,1961,190000,
3,1,1,3,8114,1951,650000,
3,2,2,3,2350,1995,585000,
4,2,2,3,7364,2003,14308000000,
4,2,1,3,12090,1983,565000,
3,1,1,2,6000,1926,174900,
3,2,3,3,1180,2007,360000,
3,1,1,3,9624,1953,234000,
8,3,1,3,15990,1961,575000,
3,2,2,3,5954,2004,315000,
3,1,1,3,7820,1967,225000,
3,1,1,4,14500,1961,370000,
3,1,1,3,3920,1947,606000,
3,2,1,4,7622,1983,272500,
3,1,1,3,3420,1992,475000,
3,1,1,4,13500,1968,270000,
4,1,1,3,9216,1961,624000,
3,1,1,3,7416,1954,355000,
3,1,1,3,3844,1972,345000,
4,2,2,3,7792,1993,342000,
3,1,1,4,98445,1917,316000,
4,2,2,3,37430,1990,539950,
3,2,1,3,6655,1944,221347,
3,2,2,3,4657,2000,330000,
4,2,1,4,13000,1977,279000,
4,3,1,4,3784,1900,850000,
3,1,1,4,12321,1952,746000,
2,2,1,3,1867,1924,478000,
4,2,1,5,4635,1905,820000,
3,3,2,3,38830,2000,820000,
3,2,2,4,22040,1942,887000,
3,1,1,4,20000,1953,159000,
7,4,2,3,4000,1964,824000,
4,2,2,3,5000,2014,812000,
4,2,2,4,11400,1975,242000,
4,2,2,3,8048,2007,625000,
4,1,1,4,30200,1948,399888,
3,2,2,4,6600,1990,289000,
3,2,1,3,12944,2002,400000,
2,1,1,3,4000,1940,345000,
