bedrooms,bathrooms,floors,waterfront,condition,grade,sqft_lot,yr_built,price
4,2,2,0,3,9,35400,1991,690000
3,1,1,0,4,7,9697,1952,449000
2,1,1,0,4,7,6174,1950,308500
4,2,2,0,3,9,5868,2006,340000
4,2,1,0,5,7,3560,1917,937750
4,2,2,0,3,10,12369,1998,725126
3,1,1,0,3,5,3000,1943,135000
4,2,1,0,3,8,7961,1969,635000
2,1,1,0,3,6,7500,1950,245500
6,1,1,0,4,8,36509,1903,230000
3,2,1,0,4,9,14603,1951,1.77e+006
5,2,1,0,4,7,7875,1955,425000
2,1,1,0,3,7,10423,1965,220000
3,2,1,0,3,8,9100,1939,370000
3,2,1,0,5,7,16815,1972,390000
3,1,1,0,4,7,16480,1968,239000
4,2,2,0,3,8,7350,1973,345000
3,2,1,0,4,7,8304,1985,289000
5,1,1,0,4,7,8050,1962,285000
3,2,1,0,2,7,9225,1955,147400
2,1,1,0,3,7,4636,1924,600000
3,2,1,0,3,7,10794,1967,245000
3,2,1,0,3,7,10794,1967,520000
3,2,1,0,3,7,14110,1987,352500
5,3,2,0,3,9,24684,1998,448000
4,2,1,0,3,7,7150,1963,270000
3,2,1,0,3,8,6000,1951,872500
4,3,1,0,4,10,6214,1939,21525000000
3,1,1,0,3,7,7221,1962,225000
4,2,1,0,4,9,6000,1911,735000
3,1,1,0,3,7,8400,1972,375000
3,1,1,0,3,8,9775,1978,169000
3,1,1,0,3,8,9775,1978,279950
4,2,2,0,4,10,18745,1989,1.95e+006
3,2,2,0,3,7,2345,2003,310000
4,2,2,0,4,9,35083,1978,975000
10,2,2,0,4,7,11914,1958,650000
2,1,1,0,3,7,4500,1942,930000
4,1,1,0,3,7,5000,1912,412000
3,1,1,0,3,6,10200,1965,225000
3,2,2,0,3,8,7201,2003,507000
4,4,2,0,4,12,67953,1927,1755000000
3,2,2,0,3,7,3011,1995,230000
1,2,2,0,3,10,188465,2001,316000
5,3,2,0,3,9,4832,2014,616200
3,1,1,0,3,8,53578,1984,509900
4,2,2,0,3,8,7753,1987,370000
3,1,1,0,3,7,7030,1977,619100
3,2,1,0,5,8,11250,1956,805000
2,1,1,0,3,7,6000,1950,612125
2,1,3,0,3,8,937,2003,350000
2,1,1,0,3,7,15000,1960,225000
3,2,2,0,3,8,5701,2008,335000
5,3,2,0,3,11,10457,2001,972800
3,1,1,0,3,7,48096,1973,500000
4,3,2,0,3,10,7200,1931,2.2e+006
3,1,1,0,4,7,8400,1966,415000
3,3,2,0,4,7,10479,1950,399000
2,1,1,0,3,7,4000,1947,376000
3,2,1,0,3,7,3378,1913,340000
5,2,2,0,3,8,7200,1997,490000
4,2,2,0,3,7,6260,2004,374000
4,1,1,0,4,7,3588,1927,852000
3,2,2,0,3,7,12309,1987,473000
3,1,1,0,3,8,25992,1968,540000
2,2,1,0,3,8,12530,1959,431000
4,3,1,0,3,7,7245,1979,435000
4,3,1,0,5,8,33976,1964,1051000000
3,2,2,0,3,8,892,2010,450000
3,1,1,0,3,6,27008,1935,157500
3,1,1,0,4,8,7475,1976,244000
3,2,2,0,3,9,10603,2001,550000
4,2,2,0,3,10,183387,2000,975000
4,2,1,0,3,6,88426,1990,426500
3,1,1,0,5,7,3876,1904,350000
3,1,1,0,5,7,3876,1904,615000
3,2,2,0,3,8,12056,1985,542000
4,1,1,0,5,7,6000,1956,710000
3,2,1,0,3,8,9450,1988,289950
4,2,2,0,3,9,12668,1947,1.9e+006
2,1,1,0,4,7,5100,1925,528000
2,1,1,0,4,7,5100,1949,471000
4,2,2,0,3,8,6643,2001,250000
3,1,1,0,3,7,8400,1966,155000
4,1,1,0,4,7,8160,1946,515000
3,2,2,0,3,7,8464,1995,336600
3,2,2,0,5,8,2750,1925,915000
2,1,2,0,4,7,7242,1984,350000
4,1,1,0,4,8,21600,1966,1.3e+006
3,1,1,0,3,7,6164,1967,175000
2,2,1,0,4,7,3880,1949,545000
4,3,2,0,4,7,5400,1965,475000
2,1,1,0,3,5,11505,2003,390000
4,2,2,0,3,8,14000,1995,645000
3,1,1,0,4,8,8187,1954,410000
4,2,2,0,3,8,9861,1997,480000
3,1,2,0,4,8,6000,1959,725000
6,4,2,0,3,11,219542,1996,1.15e+006
2,1,1,0,3,6,11919,1947,300000
4,2,1,0,3,8,8178,1961,752000
4,2,2,0,3,8,3720,2004,585000
3,1,1,0,4,8,10548,1973,678700
4,2,2,0,3,9,11155,1975,603000
3,1,1,0,4,7,7276,1928,715000
4,3,2,0,4,10,128502,1981,1395000000
3,2,2,0,3,11,7500,1997,1085000000
2,1,1,0,4,7,4800,1918,467500
3,2,1,0,3,7,7218,1985,359000
4,2,1,0,3,8,4520,1922,745000
3,2,1,0,4,7,42180,1978,450000
3,2,1,0,3,8,2000,1910,935000
3,2,2,0,3,8,3128,2009,615000
3,2,2,0,3,7,35741,1976,1031000000
4,2,2,0,3,7,5577,1999,283500
2,1,1,0,3,6,7102,1947,340000
4,2,2,0,3,8,9264,1994,370000
3,2,2,0,3,10,9624,1999,1.15e+006
4,1,1,0,3,7,9533,1962,265000
4,2,2,0,3,8,2370,1908,480000
3,2,1,0,5,7,3800,1927,667500
3,2,2,0,4,10,10044,1989,1398000000
7,4,2,0,3,10,8816,2013,2.3e+006
3,2,1,0,4,7,7500,1966,465000
1,1,1,0,5,5,63737,1924,192500
3,1,1,0,4,6,5600,1943,345000
3,1,1,0,5,7,6900,1956,439800
4,1,1,0,4,7,8580,1958,468000
4,2,1,0,4,8,8473,1976,775000
4,2,2,0,4,8,9360,1979,684680
4,3,2,0,3,11,27699,1990,910000
4,3,2,1,4,11,22257,1990,36409000000
3,1,1,0,4,7,22470,1976,375000
3,2,2,0,3,7,6600,1994,250000
5,3,2,0,5,11,7500,1909,3065000000
4,2,1,0,4,7,7575,1973,442500
3,3,1,0,3,10,217697,2000,900000
3,2,2,0,3,8,4080,1937,699000
4,2,1,0,5,8,18768,1965,360000
4,4,2,0,3,12,25412,1999,1675000000
5,2,1,0,3,8,21000,1966,675000
2,1,1,0,4,7,8081,1921,345000
4,1,1,0,3,7,5000,1928,229000
3,1,1,0,3,6,12415,1908,300000
3,3,3,0,3,8,1289,1998,392500
3,1,1,0,4,7,2300,1912,552000
2,1,1,0,3,7,7192,1940,457000
4,2,2,0,3,8,13760,1993,518000
3,2,1,0,4,7,6634,1985,237000
3,2,1,0,3,7,11997,1988,399950
3,2,2,0,3,7,17114,1990,605000
4,2,2,0,3,7,8198,1993,295000
4,2,1,0,3,7,8040,1978,513000
4,2,2,0,3,9,4290,2004,772500
4,2,2,0,3,9,4290,2004,765000
4,2,1,0,4,7,5376,1920,696950
3,1,1,0,3,7,5650,1928,329000
3,2,2,0,3,8,8093,1995,339999
3,1,1,0,3,7,9506,1959,364500
5,1,1,0,3,7,6000,1923,607500
3,1,1,0,3,6,6664,1961,550000
4,2,1,0,3,8,9750,1960,479900
4,4,3,0,3,9,1774,2013,112028000000
2,1,1,0,3,6,10540,1953,192000
3,2,1,0,3,7,5200,1977,250000
3,2,2,0,3,6,9879,1996,340000
3,2,1,0,5,7,6060,1942,340000
3,2,1,0,5,8,22040,1976,635250
2,1,1,0,3,6,5043,1949,324800
2,1,1,0,1,5,16344,1942,78000
4,1,1,0,3,8,12875,1988,400000
3,1,1,0,4,7,4505,1919,640500
3,2,1,0,3,8,10929,1964,570000
3,1,1,0,3,8,2885,1900,1.33e+006
3,2,1,0,4,7,7350,1980,330490
3,2,2,0,3,7,5267,1999,325000
3,2,2,0,3,7,5267,1999,335000
5,2,1,0,5,7,13500,1963,314000
4,2,1,0,5,8,3622,1925,625000
3,2,2,0,3,9,7720,1988,809000
3,2,2,0,3,9,19485,1990,535000
5,1,1,0,3,7,9178,1963,275000
4,2,1,0,4,7,11900,1967,358000
3,2,1,0,4,7,8100,1947,297975
2,1,1,0,4,7,22239,1945,492000
2,1,1,0,3,6,8040,1943,210000
3,2,1,0,4,7,4550,1928,622500
3,2,3,0,3,8,1092,2004,550000
3,1,1,0,5,7,7700,1965,190000
4,2,2,0,3,8,9362,2000,340000
3,2,2,0,3,9,5964,2003,678000
5,2,1,0,4,7,11970,1962,275000
3,2,1,0,4,7,6720,1947,493000
3,1,1,0,3,7,14000,1960,147000
3,2,2,0,4,7,7225,1985,334000
4,2,1,0,3,8,10786,1970,605000
3,1,1,0,4,8,61419,1976,365000
3,1,1,0,4,6,10610,1958,345000
3,2,1,0,3,9,23292,1956,999000
2,1,1,0,4,7,4220,1910,470000
5,2,1,0,3,7,22572,1968,599000
3,2,1,0,5,7,10378,1977,255000
4,1,1,0,4,7,28650,1975,295000
4,3,2,0,3,10,16197,2006,550000
5,3,2,0,3,9,4080,2011,1305000000
2,1,1,0,4,5,6000,1922,225000
4,1,1,1,4,7,8277,1923,520000
3,3,2,0,3,8,1882,2000,345000
4,1,1,0,4,7,7775,1950,475000
5,1,1,0,4,7,8610,1959,497500
3,3,1,0,4,9,383328,1990,649500
4,2,2,0,3,10,6845,2003,734500
3,1,1,0,3,7,8040,1953,276000
2,1,1,0,1,6,28800,1928,235000
2,1,1,0,4,7,10800,1974,325000
4,2,1,0,4,7,9545,1979,425000
4,2,2,0,3,7,23972,1949,307000
3,2,1,0,4,8,5500,1921,635000
3,1,1,0,4,7,7473,1973,223000
3,2,2,0,3,9,10874,1994,425000
3,2,1,0,4,7,7730,1989,190000
4,1,1,0,4,8,6177,1967,275000
3,2,2,0,3,8,1961,2005,450000
4,3,2,0,3,12,34460,1988,1468000000
4,2,1,0,4,7,5000,1913,550000
4,2,2,0,3,8,10240,1943,835000
6,3,2,0,3,8,13783,1952,900000
2,2,1,0,3,7,9375,1983,290000
4,2,2,0,3,10,9131,2014,1035000000
4,2,1,0,4,8,15164,1976,780000
3,2,2,0,3,9,11200,1979,572500
3,1,1,0,4,7,9220,1938,389000
4,1,1,0,3,7,10086,1972,350000
4,2,2,0,3,9,33158,1993,476000
2,3,2,0,5,10,3600,1927,104625000000
3,2,1,0,4,8,7200,1978,287000
4,4,1,0,5,7,6596,1907,707500
4,2,1,0,4,7,11381,1947,464500
3,1,1,0,4,8,5000,1941,720000
3,2,2,0,5,7,8544,1994,319000
3,1,1,0,3,7,9136,1953,330000
3,1,1,0,4,7,9628,1969,120750
3,1,1,0,4,7,9628,1969,195000
4,1,1,0,3,7,6383,1946,650000
3,1,1,0,4,8,8190,1958,530000
4,3,1,0,5,8,8027,1970,825000
4,2,1,0,3,7,15044,1972,436000
2,1,1,1,1,5,14244,1926,658000
3,2,1,0,4,7,9570,1940,547500
3,1,2,0,4,8,2527,1906,762000
3,1,1,0,3,7,7378,1952,340000
4,1,1,0,4,9,5800,1953,880000
4,2,2,0,3,9,3600,2008,1.22e+006
4,2,2,1,3,8,14554,2012,1.95e+006
3,2,1,0,3,7,6249,1952,382500
3,1,1,0,3,7,9535,1976,344500
4,2,1,0,3,7,7403,1982,375000
1,1,1,0,5,5,1801,1923,276000
5,3,2,0,3,8,12087,1975,500000
4,2,2,0,3,8,6093,2003,330000
3,1,1,0,3,7,5965,1950,328000
3,1,1,0,3,7,7200,1972,450000
4,2,1,1,3,7,12174,1948,840500
3,2,2,0,3,8,9350,1957,679000
3,1,1,0,3,7,9450,1957,270000
5,2,2,0,3,8,8065,1977,757500
2,2,2,0,3,7,2856,2005,524950
4,2,1,0,4,8,49658,1960,424900
3,1,1,0,5,7,8640,1954,551100
3,2,1,0,5,7,12655,1968,421000
4,1,2,0,4,8,7560,1952,635000
3,1,1,0,4,7,6120,1920,255000
4,1,1,0,3,7,7920,1955,419950
6,3,1,0,4,7,12870,1977,325000
4,2,2,0,3,7,3600,2012,281000
3,1,1,0,3,7,11856,1962,655275
3,2,1,0,5,8,3959,1931,861000
3,3,2,0,4,9,11148,1977,850000
3,2,1,0,3,8,6675,1990,246000
2,1,1,0,4,6,4836,1926,380000
4,2,2,0,3,10,7508,1998,813000
4,2,2,0,3,10,11049,1988,990000
3,2,2,0,3,7,3750,2003,650000
4,3,2,0,3,7,6180,1990,273000
4,2,2,0,3,7,14724,1989,398000
2,1,1,0,4,6,8665,1938,200000
3,1,1,0,3,7,12305,1955,839000
3,2,1,0,3,7,9135,1984,502000
3,2,1,0,4,7,7665,1973,305000
5,3,2,0,4,8,10000,1980,574950
3,1,1,0,3,7,8631,1942,311000
3,2,1,1,5,7,6203,1959,1.65e+006
3,1,1,0,5,7,9568,1962,387000
3,1,1,0,3,7,20672,1948,375000
2,1,1,0,5,6,3434,1920,175000
4,2,2,0,3,7,5855,2003,248000
4,2,1,0,3,8,7803,1955,336750
4,2,2,0,4,9,45514,1989,685000
4,2,2,0,3,9,3917,2004,645000
3,2,2,0,3,7,7388,2003,279000
2,2,3,0,3,8,1037,2008,479000
3,2,1,0,3,7,7279,1962,466000
4,2,2,0,3,7,6740,1995,361500
3,1,1,0,3,7,7202,1995,404000
4,3,2,0,3,8,8344,1990,319000
3,1,1,0,4,6,10132,1969,320000
4,3,2,0,3,9,5625,2014,1311000000
3,2,1,0,4,9,8900,1971,1000000
4,2,2,0,4,8,9120,1977,660000
4,3,1,0,3,8,3600,1901,546000
4,1,1,0,4,6,5015,1926,300000
2,1,1,0,4,7,12000,1964,500000
4,2,2,0,4,8,5556,2003,381500
3,2,2,0,4,9,12899,1966,990000
4,2,2,0,3,8,4639,2006,278226
2,1,1,0,4,7,4158,1947,340000
4,2,1,0,3,8,12000,1977,305000
4,2,1,0,3,8,10285,1958,760000
4,1,2,0,3,7,9948,1952,195000
4,1,1,0,4,7,6138,1960,564000
4,2,1,0,3,8,8550,1977,539500
4,1,1,0,3,6,10230,1945,299980
4,2,2,0,3,7,5674,1993,290000
2,1,1,0,4,6,11084,1947,257000
4,3,1,0,3,8,5520,1985,518500
4,2,1,0,3,9,35380,1982,657000
3,2,2,0,3,7,41250,1984,590000
4,1,1,0,3,7,6350,1959,526000
2,1,1,0,3,6,11250,1920,254500
2,1,1,0,5,7,3663,1909,575000
3,1,1,0,4,7,10500,1967,464550
3,1,1,0,4,7,6030,1969,409950
2,1,1,0,3,6,22000,1956,100000
2,1,2,0,3,7,1270,2009,365000
3,1,1,0,4,6,7420,1960,208000
4,2,2,0,3,7,3000,1998,497950
5,3,2,0,3,9,9742,2006,405000
3,2,2,0,3,9,22499,1994,568000
2,1,1,0,3,6,6000,1941,334000
3,2,1,0,4,6,8400,1961,235000
2,1,1,0,3,7,10621,1963,295000
4,3,1,0,3,8,29539,1994,610000
4,1,1,0,3,7,6032,1959,453500
4,3,1,0,5,8,3944,1913,1.22e+006
2,1,1,0,3,7,7000,1968,175000
2,1,1,0,3,7,7000,1968,335000
3,1,1,0,4,7,7620,1956,275000
2,1,1,0,4,6,2130,1918,400000
3,2,1,0,4,8,7000,1979,915000
4,2,1,0,5,8,9247,1972,619850
3,1,1,0,4,7,8800,1963,225900
2,1,1,0,3,7,7200,1910,525000
4,2,1,0,4,7,9600,1967,215000
3,2,2,0,3,9,13096,1986,802000
4,2,2,0,3,9,11784,1997,330000
3,2,1,0,4,7,11680,1958,549800
4,1,1,0,4,6,8636,1954,195500
3,2,2,0,3,7,7819,1992,338000
4,3,1,1,4,12,28206,1991,3.2e+006
4,2,1,0,5,7,7000,1972,480000
4,2,1,0,3,7,8310,1962,383000
3,1,1,0,3,7,7210,1975,257000
4,2,2,0,4,8,9209,1996,335000
4,2,2,0,3,8,6650,2012,422000
3,1,1,0,5,7,10182,1963,560000
4,2,2,0,3,10,35429,2006,680000
2,1,1,0,3,7,7040,1952,320000
3,2,1,0,3,10,15536,1996,665000
3,2,2,0,3,9,6854,2002,751000
6,2,1,0,5,7,10763,1957,320000
4,1,2,0,4,7,22043,1918,290000
4,2,1,0,3,7,7412,1967,250000
3,1,1,0,5,7,10005,1964,423000
4,2,1,0,3,8,8094,1976,601002
2,1,2,0,3,7,1892,2002,352900
3,2,2,0,3,9,70567,1995,509950
2,1,3,0,3,8,1050,2009,360000
4,2,2,0,4,8,8100,1964,1075000000
3,2,2,0,3,7,6441,2002,349950
4,2,2,0,3,9,6840,1987,395000
3,1,1,0,3,8,15265,1967,273500
4,1,1,0,5,8,6000,1949,700000
3,2,2,0,4,9,10968,1985,699000
4,2,1,0,3,8,8800,1980,537000
3,1,1,0,3,6,9975,1977,405000
2,1,2,0,3,7,1200,1999,269500
4,2,1,0,3,7,12500,1965,260000
3,2,2,0,3,7,10000,1988,266750
5,3,2,1,3,8,39094,1938,1.8e+006
2,2,1,0,3,8,5920,1950,779000
3,2,1,0,3,9,48716,1994,500000
4,1,1,0,4,7,32997,1950,365000
2,1,1,0,4,7,5000,1942,724000
4,2,2,0,3,11,15467,1994,890000
4,2,1,0,3,7,3600,1902,431000
2,1,1,0,3,6,21850,1947,242000
4,2,2,0,3,7,8279,1999,415000
7,3,2,0,3,8,5000,1984,727160
4,3,1,0,4,9,19354,1978,1.11e+006
2,1,1,0,5,8,3272,1970,265000
3,1,1,0,4,7,5680,1903,519000
4,1,2,0,3,7,9009,1965,262000
4,2,2,0,5,10,13194,1965,1.19e+006
3,1,1,0,4,7,6559,1992,295000
3,1,1,0,3,7,56192,1978,615000
4,2,1,0,5,8,7750,1958,1.1e+006
4,2,2,0,3,8,6247,1992,575000
3,1,3,0,3,7,2325,1999,388000
4,2,1,0,4,8,9159,1989,750500
3,1,1,0,3,8,78844,1977,527500
3,2,2,0,3,8,108900,1988,503000
4,3,2,0,3,10,4000,2000,1047000000
2,1,1,0,3,7,7260,1953,325000
3,1,1,0,5,7,6127,1947,402000
3,1,1,0,4,6,6774,1927,370000
3,1,1,0,4,7,7800,1956,329950
2,1,1,0,3,5,6120,1943,135000
4,3,1,0,5,7,7626,1990,482500
4,1,1,0,5,7,7248,1955,259000
3,2,1,0,4,7,9775,1978,210000
4,2,2,0,3,9,6600,2000,459000
3,1,1,0,4,7,35150,1977,375000
3,2,1,0,3,7,7200,1974,295000
3,2,1,0,4,8,6120,1962,910000
4,1,1,0,4,7,37238,1932,470000
4,2,1,0,4,7,7980,1940,565000
4,2,1,0,3,8,9040,1955,339950
5,3,1,0,3,7,103237,1971,547000
2,1,1,0,4,5,8382,1942,125000
4,4,2,0,4,11,9778,1928,2.3e+006
3,2,1,0,3,8,7500,1979,348000
3,1,1,0,2,7,11880,1961,175000
3,2,2,0,3,8,2875,1990,439950
3,1,1,0,4,6,32250,1934,230000
3,2,2,0,3,7,2550,2005,207000
5,2,1,0,4,8,21441,1978,320000
5,3,2,0,3,10,107157,1988,1089000000
4,1,1,0,4,7,14250,1954,510000
4,1,1,0,4,7,4992,1940,730000
3,3,1,0,5,8,7630,1976,750000
3,1,1,0,3,7,7400,1962,237000
3,2,2,0,3,9,103672,1990,560000
3,2,1,0,4,8,12432,1970,745000
3,3,2,0,3,11,39317,1991,1825000000
3,2,2,0,3,7,6350,1967,180000
3,2,2,0,3,7,6350,1967,309950
4,1,1,0,3,7,6050,1913,715000
4,2,1,0,3,7,4300,1918,620000
3,2,2,0,3,7,9995,1996,330000
4,1,1,0,3,7,7400,1973,525000
6,2,1,0,4,9,53173,1974,611000
4,2,1,0,3,8,8465,1990,294000
3,1,1,0,4,7,11095,1975,463000
3,2,1,0,4,8,7251,1990,320900
4,2,2,0,3,7,4502,2005,369950
4,2,2,0,4,9,139392,1981,565000
4,1,1,0,4,8,4933,1929,589500
4,1,2,0,4,7,9750,1977,400000
3,2,1,0,3,8,9900,1977,458000
4,2,2,0,3,7,5751,2002,436000
3,2,1,0,5,6,6150,1950,310000
5,2,2,0,3,9,5700,2006,398000
4,2,1,0,5,8,7200,1977,625000
5,3,2,0,3,12,35600,1990,1005000000
2,1,1,0,4,6,6250,1940,435000
3,2,1,0,3,7,9990,1961,250000
3,1,1,0,3,7,7316,1961,430000
4,3,2,0,3,9,3000,2014,790000
5,5,2,0,5,9,18707,1952,1681000000
4,2,1,0,3,7,7102,1992,250000
5,1,2,0,4,8,6660,1954,1.12e+006
3,1,1,0,4,7,8040,1965,383900
4,2,2,0,3,8,5929,2004,330000
3,2,1,0,4,7,47044,1975,624000
5,2,1,0,4,8,5750,1951,383000
4,3,2,0,4,9,186846,1993,687000
4,3,2,0,3,9,8876,1997,558000
3,2,2,0,3,7,3500,1971,275000
5,2,1,0,4,7,10500,1963,687500
3,2,2,0,3,7,6821,1989,275000
3,3,2,0,3,8,11550,1971,700000
2,1,1,0,3,7,7507,1982,342500
4,2,2,0,3,8,45732,1995,483500
3,1,1,0,4,6,7370,1912,190000
3,1,1,0,4,6,7370,1912,300000
3,2,2,0,3,8,1691,2007,540000
3,1,2,0,3,7,8991,1981,140000
4,1,1,0,4,7,19405,1959,275000
3,2,1,0,4,7,7650,1958,370000
2,1,1,0,4,7,9100,1937,227000
4,1,1,0,4,7,8706,1962,312000
2,1,1,0,3,6,5650,1918,260000
3,2,2,0,3,9,1911,1907,797000
6,2,1,0,3,6,228690,1948,640000
4,1,1,0,3,7,35160,1976,605000
3,2,1,0,3,7,7995,1987,329950
2,1,1,0,3,5,87991,1946,180000
3,2,1,0,3,7,7518,1985,220000
4,2,1,0,3,8,4748,1928,723000
3,1,1,0,4,7,8412,1928,375000
3,1,1,0,4,7,9277,1962,388000
5,2,1,0,4,6,7375,1944,249950
5,1,1,0,4,7,7900,1965,390000
4,1,1,0,4,8,11739,1959,705000
4,2,1,0,4,8,7875,1966,590000
4,1,1,0,3,7,11097,1952,292000
3,2,1,0,3,8,213008,1990,506000
4,2,2,0,4,9,8642,1987,907500
4,3,1,0,4,9,18916,1954,227115000000
4,2,1,0,4,7,5100,1907,319500
5,1,1,0,3,6,5292,1913,265000
3,1,1,0,3,7,10650,1954,237000
5,1,1,0,5,6,9282,1966,235000
4,2,1,0,3,8,6000,1928,740000
3,1,1,0,3,7,4980,1978,359000
4,2,2,0,3,7,5500,1999,334950
2,1,1,0,3,6,8100,1947,259950
4,2,2,0,3,7,4541,2006,253000
3,2,2,0,3,8,4140,2004,561000
2,1,1,0,3,7,5100,1941,455000
4,2,1,0,3,8,18470,1968,675000
3,1,1,0,3,7,8160,1967,267000
4,2,2,0,3,9,5724,2006,368000
3,1,1,0,5,7,3000,1928,599995
3,1,1,0,4,7,10500,1966,342500
4,1,1,0,4,8,13370,1974,252000
3,1,1,0,4,7,11200,1961,247200
3,3,2,0,3,9,4082,1954,910000
4,1,1,0,3,8,16549,1969,419950
3,1,1,0,4,6,8976,1966,160000
4,3,3,0,3,9,5494,2014,799950
3,2,2,0,3,7,11266,1986,400000
5,2,1,0,3,6,10200,1956,210000
5,2,1,0,3,6,10200,1956,475000
3,2,2,0,3,7,3821,2008,355900
3,2,1,0,3,7,26943,1977,420000
4,2,1,0,4,9,8580,1977,710000
4,1,1,0,3,7,15000,1974,518000
3,1,1,0,3,6,5404,1937,375000
3,1,1,0,3,6,7755,1953,185000
3,2,2,0,3,7,3425,1986,402000
3,1,1,0,3,7,153767,1976,585000
4,2,2,0,4,7,4500,1910,500000
4,2,2,0,4,10,7207,1927,1715000000
5,3,3,1,3,11,7197,1998,1.68e+006
2,2,2,0,3,8,690,2014,570000
8,2,2,0,4,7,4800,1901,680000
3,2,2,0,4,7,14615,1979,345000
4,2,2,0,3,7,3600,2010,355000
3,1,1,0,4,7,7700,1959,390000
3,1,1,0,3,7,9690,1969,128000
3,1,2,0,4,7,4800,1912,448500
3,1,1,0,4,6,9636,1953,346000
3,1,1,0,3,8,5600,1941,779000
3,1,1,0,3,7,9720,1948,335000
4,3,2,0,5,9,1880,1914,1.85e+006
3,2,2,0,3,10,21780,1994,799990
3,2,2,0,3,11,56628,2001,1075000000
2,1,3,0,3,8,1189,2000,371000
4,2,1,0,5,7,9775,1967,620000
4,1,1,0,3,7,10290,1960,343000
3,1,1,0,5,6,14948,1969,265000
5,2,2,0,3,11,15857,1998,1000000
3,2,1,0,3,8,38400,1955,825000
4,3,2,0,3,10,10976,2004,889000
3,2,1,0,4,8,10962,1977,305000
2,2,2,0,4,8,6635,1976,407000
5,2,1,0,4,7,12000,1967,613000
3,3,2,1,3,12,21164,1975,16375000000
3,3,2,0,5,7,6000,1910,645000
4,3,2,0,3,10,9700,2005,1.16e+006
3,2,2,0,3,8,38186,1980,610000
3,2,2,0,3,10,13071,1994,450000
3,2,1,0,5,6,7598,1947,300000
5,2,1,0,5,9,18500,1963,1.12e+006
3,2,2,0,3,9,74297,1992,418200
3,2,2,0,3,7,2802,2004,250000
3,2,2,0,3,9,43608,2002,619000
4,3,3,0,3,7,15048,1979,500000
4,2,2,0,3,8,16437,1986,465000
4,1,1,0,3,7,68841,1942,322000
3,2,2,0,3,7,7320,1989,276900
3,2,1,0,4,7,12615,1990,660000
3,2,2,0,3,9,28185,1990,480000
3,1,1,0,3,7,10796,1951,925000
3,3,1,0,3,9,35900,1979,825000
2,1,1,0,3,6,7440,1940,326000
3,1,1,0,4,7,9880,1959,205000
2,1,1,0,1,4,54000,1950,150000
3,2,2,0,3,9,3205,2005,593567
3,2,2,0,3,8,11231,1987,440000
3,2,2,0,3,10,13316,1992,751000
2,1,1,0,4,6,6500,1925,295000
3,2,2,0,3,7,2250,1988,422500
3,1,1,0,4,7,8800,1959,480000
4,2,2,0,3,9,6233,2006,890900
4,2,2,0,3,9,6707,2000,672500
4,1,1,0,4,7,3500,1926,605000
5,3,1,0,5,9,19080,1963,1675000000
4,2,2,0,3,9,7936,1987,565000
4,1,1,0,3,8,7574,1979,725000
3,3,3,0,3,8,1466,2006,640000
4,1,1,0,3,6,7110,1939,253750
6,2,1,0,4,9,36721,1958,799950
4,1,1,0,4,7,8113,1959,595000
4,2,2,0,3,9,11652,1977,850000
3,2,2,0,3,8,4065,2009,366000
4,3,2,0,4,8,6000,1922,715000
4,2,2,0,3,8,7215,1992,300000
4,3,2,0,3,10,9150,1981,960000
3,2,2,0,5,8,3420,1913,812000
3,1,1,0,3,6,9948,1977,234950
4,2,1,0,4,7,4750,1919,656500
2,1,2,0,3,7,1598,1995,255000
3,2,1,0,5,7,7204,1960,538000
3,2,1,0,4,7,9680,1961,260000
3,2,2,0,3,9,6607,1998,546200
3,1,1,0,3,7,4541,1952,280500
3,1,1,0,4,7,4000,1979,295000
4,1,1,0,3,7,520,1900,700000
3,2,1,0,3,9,15790,1992,560000
4,2,2,0,3,10,10888,1997,912000
3,1,1,0,4,7,9282,1976,437000
3,2,2,0,3,7,3074,2003,447000
4,1,1,0,4,6,20100,1913,500000
3,1,1,0,3,7,5969,1930,508300
3,1,1,0,3,7,7853,1962,485000
7,5,2,0,3,8,7647,1948,540000
3,2,2,0,3,8,8765,1977,356000
4,2,1,0,4,7,6099,1949,525000
4,2,2,0,3,10,11775,1999,962800
4,2,2,0,3,8,6300,2003,315000
3,2,3,0,3,8,1879,2001,525000
2,2,2,0,3,8,2285,2007,325000
4,1,1,0,4,8,8725,1966,965800
4,1,1,0,4,7,3600,1924,550000
4,1,1,0,3,6,13927,1929,182200
3,1,1,0,3,7,8505,1958,315000
2,1,1,0,4,7,5000,1900,500000
5,2,2,0,3,7,7737,1998,480000
3,1,1,0,5,9,8965,1957,1.69e+006
5,3,2,0,4,9,321908,1989,525000
4,2,2,0,3,7,9075,1988,407500
4,3,2,0,3,9,35124,1987,443000
4,2,2,0,4,9,13700,1966,12565000000
3,1,1,0,3,7,4480,1924,642000
3,1,1,0,3,8,7558,1964,520000
3,2,1,0,4,8,5000,1941,750000
5,1,1,0,3,8,4500,1929,855000
4,1,1,0,4,5,27153,1934,275000
5,2,1,0,5,7,5250,1911,265000
3,2,2,0,3,10,45738,1991,894400
2,1,1,0,4,6,12856,1948,546000
2,2,1,0,3,8,7489,2007,699950
3,2,1,0,4,7,10713,1969,435000
4,1,1,0,4,7,7200,1970,259500
4,3,2,0,3,9,4785,2007,359950
3,1,1,0,3,7,10000,1976,517000
